advice,prev_eps,eps,est_price,rev_yoy,gm,status,prev_eps_yoy,om,name,price,expansion,pe,date,symbol,prev_year,prev_rev_yoy,eps_yoy
❌ 暫避觀望,0.13,0.08,2.0816681711721685e-16,-4.37,8.16%,🌑 雙重衰退,-87.62,-0.43%,台榮,12.3000001907,-88.78999999999999,8.863084204078968e+17,2025-12,1220.TW,2025,-0.15,-93.16
⚪ 數據不足,-0.53,0.01,-18.3,-2.4,15.20%,🔄 轉虧為盈,-630.0,-3.10%,慶騰,24.0499992371,-88.89999999999999,0.0,2025-12,4534.TWO,2025,-3.65,-91.3
❌ 暫避觀望,0.06,0.13,3.6,-0.7,20.30%,🌑 雙重衰退,-94.5,1.48%,建大,17.5,-89.3,72.91666666666666,2025-12,2106.TW,2025,-1.02,-90.0
⚪ 數據不足,-0.19,-0.41,-23.249999999999996,-51.86,N/A,🌑 雙重衰退,-117.59,N/A,申豐,30.8999996185,-89.55,0.0,2025-12,6582.TW,2025,-44.17,-141.41
⚪ 數據不足,-1.97,-2.55,-97.19999999999999,-31.37,N/A,🌑 雙重衰退,-103.09,N/A,佑華,12.5,-90.36999999999999,0.0,2025-12,8024.TWO,2025,-30.69,-121.74
❌ 暫避觀望,0.12,0.34,7.95,16.57,25.04%,📉 獲利侵蝕,-84.21,8.41%,映興,25.6499996185,-90.62,48.396225695283015,2025-12,3597.TWO,2025,27.0,-74.05
⚪ 數據不足,-0.24,-0.34,-12.600000000000001,20.96,46.90%,📉 獲利侵蝕,-4.35,-39.20%,桂田文創,10.25,-90.96000000000001,0.0,2025-12,4806.TWO,2025,46.84,-70.0
⚪ 數據不足,-1.03,-0.29,-36.449999999999996,-15.41,N/A,🌑 雙重衰退,-148.8,N/A,鑫創電子,54.0999984741,-91.37,0.0,2025-12,6680.TWO,2025,-20.75,-106.78
⚪ 數據不足,-0.43,0.14,-21.45,0.63,N/A,🔄 轉虧為盈,-136.75,N/A,冠好,15.5,-91.77,0.0,2025-12,8354.TWO,2025,-0.47,-91.14
❌ 暫避觀望,2.01,2.81,113.7,62.61,42.16%,📉 獲利侵蝕,-34.95,2.86%,智原,181.0,-92.36,23.87862796833773,2025-12,3035.TW,2025,87.19,-29.75
⚪ 數據不足,-0.35,0.06,-10.2,-4.99,N/A,🔄 轉虧為盈,-128.23,N/A,華祺,23.0,-92.62,0.0,2025-12,5015.TWO,2025,3.65,-97.61
⚪ 數據不足,-0.05,0.49,-2.6999999999999993,29.3,41.27%,🔄 轉虧為盈,-107.04,10.21%,磐儀,55.4000015259,-92.73,0.0,2025-12,3594.TWO,2025,40.54,-63.43
⚪ 數據不足,-0.15,0.01,-7.95,-3.11,12.71%,🔄 轉虧為盈,-650.0,7.26%,寶隆,11.0,-92.89,0.0,2025-12,1906.TW,2025,-6.91,-96.0
❌ 暫避觀望,0.44,-1.53,6.149999999999999,-19.95,N/A,🌑 雙重衰退,-96.54,N/A,橘子,39.2000007629,-93.03999999999999,95.60975795829269,2025-12,6180.TWO,2025,-21.78,-112.99
⚪ 數據不足,-3.6,-4.72,-181.2,-21.22,-14.72%,🌑 雙重衰退,-181.25,-18.44%,唐榮,27.6000003815,-93.33,0.0,2025-12,2035.TWO,2025,-14.97,-114.55
⚪ 數據不足,0.02,0.04,-0.30000000000000027,0.72,27.89%,📉 獲利侵蝕,-96.92,-1.07%,鈺德,12.5,-93.45,0.0,2025-12,3050.TW,2025,-0.77,-92.73
⚪ 中性觀察,5.92,8.43,328.79999999999995,64.32,13.87%,📉 獲利侵蝕,10.24,5.75%,大綜,176.5,-93.72,8.052007299270073,2025-12,3147.TWO,2025,80.92,-29.4
⚪ 數據不足,-0.22,0.08,-1.6500000000000001,2.36,22.57%,🔄 轉虧為盈,-130.14,4.08%,台嘉碩,48.2000007629,-94.11,0.0,2025-12,3221.TWO,2025,0.54,-91.75
⚪ 數據不足,-2.0,-2.24,-97.5,2.83,22.76%,📉 獲利侵蝕,-254.55,-1.26%,廣華-KY,16.0499992371,-94.87,0.0,2025-12,1338.TW,2025,5.73,-92.04
❌ 暫避觀望,0.58,0.89,46.949999999999996,22.83,N/A,📉 獲利侵蝕,-80.2,N/A,擎亞,95.8000030518,-95.61,30.607029729009586,2025-12,8096.TWO,2025,25.43,-72.78
❌ 暫避觀望,0.05,0.1,6.15,2.56,N/A,📉 獲利侵蝕,-95.69,N/A,邑錡,122.0,-95.76,297.5609756097561,2025-12,7402.TWO,2025,5.67,-93.2
⚪ 數據不足,-0.47,-0.15,-11.1,-14.15,7.41%,🌑 雙重衰退,-124.87,2.54%,燦星旅,26.1499996185,-97.75,0.0,2025-12,2719.TWO,2025,-14.79,-111.9
❌ 暫避觀望,0.64,0.06,34.95,0.3,N/A,📉 獲利侵蝕,-75.94,N/A,大井泵浦,53.0999984741,-97.91,22.789698915922745,2025-12,6982.TWO,2025,-1.08,-97.61
❌ 暫避觀望,0.04,0.2,5.1,12.02,23.68%,📉 獲利侵蝕,-96.64,-4.87%,協易機,31.5,-99.11999999999999,92.64705882352942,2025-12,4533.TWO,2025,13.39,-87.1
❌ 暫避觀望,-0.1,0.04,3.749999999999999,5.68,20.16%,🔄 轉虧為盈,37.5,-2.95%,進泰電子,27.2000007629,-100.55000000000001,108.80000305160003,2025-12,3465.TWO,2025,17.21,-94.87
⚪ 數據不足,-0.55,-1.19,-33.300000000000004,-7.95,N/A,🌑 雙重衰退,12.7,N/A,欣技,15.6000003815,-100.82,0.0,2025-12,6160.TWO,2025,0.11,-108.77
❌ 暫避觀望,0.03,0.03,3.15,4.72,9.08%,📉 獲利侵蝕,109.38,-2.06%,群創,29.75,-101.02,141.66666666666669,2025-12,3481.TW,2025,4.39,-96.3
⚪ 數據不足,-0.23,-0.15,-6.15,-21.01,N/A,🌑 雙重衰退,-141.07,N/A,有益,9.470000267,-101.05,0.0,2025-12,9962.TWO,2025,-20.17,-122.06
⚪ 數據不足,-1.45,-1.65,-67.35000000000001,29.86,N/A,📉 獲利侵蝕,-51.58,N/A,旭暉應材,31.0499992371,-102.49,0.0,2025-12,6698.TW,2025,31.33,-72.63
⚪ 數據不足,-2.53,-3.15,-136.64999999999998,166.89,N/A,⚠️ 獲利稀釋,66.4,N/A,華冠,12.3500003815,-103.30999999999999,0.0,2025-12,8101.TW,2025,300.12,63.58
❌ 暫避觀望,0.16,0.09,12.900000000000002,23.93,13.18%,📉 獲利侵蝕,-73.33,1.56%,星宇航空,20.6000003815,-103.47999999999999,23.95348881569767,2025-12,2646.TW,2025,26.11,-79.55
⚪ 數據不足,-1.59,-0.93,-72.00000000000001,10.0,N/A,📉 獲利侵蝕,-355.88,N/A,鈦昇,204.0,-103.62,0.0,2025-12,8027.TWO,2025,-10.4,-93.62
⚪ 數據不足,-0.24,0.04,-7.800000000000001,16.02,N/A,🔄 轉虧為盈,-196.0,N/A,泰藝,52.5,-106.02,0.0,2025-12,8289.TWO,2025,15.96,-90.0
⚪ 數據不足,-1.02,-1.49,-55.949999999999996,-3.8,N/A,🌑 雙重衰退,-15.91,N/A,正能量智能,14.5,-106.06,0.0,2025-12,5348.TWO,2025,-2.76,-109.86
❌ 暫避觀望,-0.09,0.39,4.950000000000001,20.89,16.79%,🔄 轉虧為盈,-103.78,4.95%,晶呈科技,518.0,-107.44,1569.6969696969693,2025-12,4768.TWO,2025,-22.96,-86.55
⚪ 中性觀察,-2.24,-0.67,62.55,1.42,28.78%,📉 獲利侵蝕,-129.31,9.33%,永新-KY,53.9000015259,-107.8,12.925659838345325,2025-12,4557.TW,2025,10.25,-106.38
⚪ 數據不足,-1.06,-1.72,-58.35,-20.79,N/A,🌑 雙重衰退,-1077.78,N/A,上亞科技,23.7000007629,-108.54000000000002,0.0,2025-12,6130.TWO,2025,-23.23,-129.33
⚪ 數據不足,-0.44,-0.27,-13.35,-17.71,N/A,🌑 雙重衰退,-150.0,N/A,萬國通,10.3999996185,-108.75999999999999,0.0,2025-12,9950.TWO,2025,-20.28,-126.47
⚪ 數據不足,-0.46,0.02,-8.25,10.22,N/A,🔄 轉虧為盈,-120.18,N/A,隆中,51.7999992371,-109.23,0.0,2025-12,6542.TWO,2025,2.29,-99.01
⚪ 數據不足,-0.02,0.05,-2.399999999999999,19.77,N/A,🔄 轉虧為盈,-103.57,N/A,研通,31.1499996185,-110.50999999999999,0.0,2025-12,6229.TWO,2025,23.03,-90.74
⚪ 數據不足,-4.54,-5.61,-226.35,5.02,-3.81%,📉 獲利侵蝕,-163.13,-23.08%,濱川,58.2999992371,-111.63,0.0,2025-12,1569.TWO,2025,11.56,-106.61
⚪ 數據不足,-2.24,-2.86,-111.9,5.53,-12.37%,📉 獲利侵蝕,-272.73,-29.19%,正達,50.9000015259,-112.51,0.0,2025-12,3149.TW,2025,0.72,-106.98
❌ 暫避觀望,12.0,3.56,438.9,98.42,51.18%,🏰 高護城河,-15.13,30.40%,台灣精銳,755.0,-112.84,25.803144224196856,2026-03,4583.TW,2025,1.32,-14.42
❌ 暫避觀望,0.27,2.3,49.199999999999996,69.32,12.45%,📉 獲利侵蝕,-91.89,8.05%,安馳,88.5,-114.03,26.981707317073173,2025-12,3528.TW,2025,54.47,-44.71
⚪ 中性觀察,1.68,2.32,85.95,105.83,4.22%,📉 獲利侵蝕,-11.58,2.17%,鴻準,63.2999992371,-114.13,11.047120285706805,2025-12,2354.TW,2025,166.67,-8.3
⚪ 數據不足,-0.13,-0.06,-17.700000000000003,12.63,N/A,📉 獲利侵蝕,-115.29,N/A,凱衛,30.6499996185,-114.85,0.0,2025-12,5201.TWO,2025,8.86,-102.22
⚪ 中性觀察,3.44,0.51,121.5,39.1,N/A,📉 獲利侵蝕,209.41,N/A,大研生醫*,18.75,-115.5,2.314814814814815,2025-12,7780.TW,2025,51.38,-76.4
⚪ 數據不足,-2.59,-3.0,-108.3,-0.51,3.88%,🌑 雙重衰退,-247.95,-6.88%,建通,33.6500015259,-117.14,0.0,2025-12,2460.TW,2025,-3.42,-117.65
⚪ 數據不足,-0.36,-0.78,-20.25,-5.47,N/A,🌑 雙重衰退,-140.0,N/A,星雲,54.0,-117.39,0.0,2025-12,8047.TWO,2025,-6.79,-122.86
⚪ 中性觀察,3.39,3.65,148.8,130.3,15.63%,⚠️ 獲利稀釋,525.0,10.37%,皇普,22.3999996185,-117.88000000000001,2.258064477671371,2025-12,2528.TW,2025,44251.78,12.42
❌ 暫避觀望,0.19,-0.22,3.9000000000000004,-12.58,40.07%,🌑 雙重衰退,-73.61,-42.60%,鈺寶-創,18.5499992371,-119.3,71.34615091192308,2025-12,3150.TW,2025,-11.3,-131.88
⚪ 數據不足,-1.4,-1.85,-64.05000000000001,-8.68,7.45%,🌑 雙重衰退,-243.9,-2.27%,燁輝,14.0,-120.94999999999999,0.0,2025-12,2023.TW,2025,-6.3,-129.63
⚪ 數據不足,-0.19,-1.05,-18.75,2.29,2.81%,📉 獲利侵蝕,-103.85,-8.09%,泰茂,35.0499992371,-120.96000000000001,0.0,2025-12,2230.TWO,2025,26.14,-118.67
⚪ 數據不足,-0.26,-0.45,-0.8999999999999991,-6.83,-0.79%,🌑 雙重衰退,-110.79,-10.66%,大東,9.8199996948,-121.2,0.0,2025-12,1441.TW,2025,-3.74,-128.03
❌ 暫避觀望,0.0,-0.81,1.1999999999999993,-18.09,N/A,🌑 雙重衰退,-100.0,N/A,美吉吉-KY,15.6499996185,-122.12,195.6249952312501,2025-12,8466.TW,2025,-11.54,-140.21
⚪ 數據不足,-0.21,-0.34,0.0,-9.81,21.48%,🌑 雙重衰退,-127.78,-2.51%,艾笛森,0.0,-122.50999999999999,0.0,2025-12,3591.TW,2025,-6.81,-132.32
⚪ 數據不足,-0.17,-0.36,-12.750000000000002,-2.29,21.56%,🌑 雙重衰退,-325.0,3.08%,仲琦,30.7000007629,-122.71,0.0,2025-12,2419.TW,2025,-2.54,-125.0
⚪ 數據不足,-0.51,-0.33,-18.3,-27.73,-4.05%,🌑 雙重衰退,-221.43,-24.47%,偉全,12.3000001907,-123.04,0.0,2025-12,1465.TW,2025,-25.38,-150.77
⚪ 數據不足,-1.8,-0.93,-74.4,-11.74,N/A,🌑 雙重衰退,-174.07,N/A,九齊,54.5999984741,-123.62000000000002,0.0,2025-12,6494.TWO,2025,-18.16,-135.36
⚪ 數據不足,-0.71,-0.84,-35.699999999999996,-22.74,18.97%,🌑 雙重衰退,-102.86,-79.87%,律勝,34.2000007629,-124.32000000000001,0.0,2025-12,3354.TWO,2025,-25.84,-147.06
⚪ 數據不足,-0.07,-0.08,-1.2000000000000002,8.52,2.83%,📉 獲利侵蝕,-128.0,-0.74%,鑫科,74.4000015259,-125.91,0.0,2025-12,3663.TWO,2025,2.32,-117.39
⚪ 數據不足,-0.57,-0.61,-33.3,-8.35,N/A,🌑 雙重衰退,-126.76,N/A,力新,13.1000003815,-126.51000000000002,0.0,2025-12,5202.TWO,2025,1.12,-134.86
⚪ 數據不足,-0.06,-1.63,-19.8,-21.77,23.65%,🌑 雙重衰退,-103.64,-15.73%,為升,118.0,-127.19000000000001,0.0,2025-12,2231.TW,2025,-18.65,-148.96
⚪ 數據不足,-0.14,-0.06,-3.75,-9.83,8.85%,🌑 雙重衰退,-380.0,2.74%,志聯,13.9499998093,-127.67,0.0,2025-12,2024.TW,2025,-7.46,-137.5
⚪ 數據不足,-5.75,-4.83,-399.0,-12.11,19.66%,🌑 雙重衰退,-269.21,-2.95%,程泰,48.4500007629,-130.45999999999998,0.0,2025-12,1583.TW,2025,-12.06,-142.57
⚪ 數據不足,-0.72,-0.55,-30.0,-7.45,17.06%,🌑 雙重衰退,-158.97,1.24%,旭軟,28.3500003815,-130.85000000000002,0.0,2025-12,3390.TWO,2025,-10.98,-138.3
⚪ 數據不足,-4.31,-5.14,-208.2,-15.24,1.51%,🌑 雙重衰退,-174.52,-21.28%,鴻碩,32.0,-131.88,0.0,2025-12,3092.TW,2025,-17.54,-147.12
⚪ 數據不足,-1.12,-0.09,-48.45,29.21,N/A,📉 獲利侵蝕,-150.45,N/A,廣閎科,150.0,-131.91,0.0,2025-12,6693.TWO,2025,27.89,-102.7
⚪ 數據不足,-0.95,-0.32,-35.4,2.17,8.50%,📉 獲利侵蝕,-439.29,0.94%,承啟,31.0,-132.64999999999998,0.0,2025-12,2425.TW,2025,2.41,-130.48
⚪ 數據不足,-0.85,-0.56,-34.35,-9.63,4.37%,🌑 雙重衰退,-1316.67,-6.00%,華紙,12.6999998093,-133.85,0.0,2025-12,1905.TW,2025,-10.29,-143.48
⚪ 數據不足,-0.32,-0.61,-18.299999999999997,-4.36,18.99%,🌑 雙重衰退,-117.82,-2.69%,光群雷,17.0,-133.95,0.0,2025-12,2461.TW,2025,-5.52,-138.31
⚪ 數據不足,-0.32,-0.52,-13.499999999999998,-12.93,N/A,🌑 雙重衰退,-145.59,N/A,迅杰,35.8499984741,-134.34,0.0,2025-12,6243.TW,2025,-6.38,-147.27
⚪ 數據不足,-4.75,-5.26,0.0,10.31,25.62%,📉 獲利侵蝕,-176.51,-11.28%,力士,0.0,-134.54,0.0,2025-12,4923.TWO,2025,6.21,-124.23
⚪ 數據不足,-0.08,-0.16,-6.75,-7.12,N/A,🌑 雙重衰退,-122.86,N/A,旺玖,26.3999996185,-134.54999999999998,0.0,2025-12,6233.TWO,2025,-5.88,-141.67
⚪ 數據不足,-0.68,-1.53,-40.5,-24.27,N/A,🌑 雙重衰退,-128.33,N/A,瀧澤科,43.5999984741,-135.03,0.0,2025-12,6609.TWO,2025,-21.06,-159.3
⚪ 數據不足,-1.15,-1.6,-54.15,-9.35,7.05%,🌑 雙重衰退,-133.82,-37.72%,錦明,34.0,-137.14000000000001,0.0,2025-12,3230.TWO,2025,-10.01,-146.49
⚪ 數據不足,-0.34,-0.46,-11.549999999999999,-4.4,9.34%,🌑 雙重衰退,-148.57,-7.19%,公準,69.0,-139.0,0.0,2025-12,3178.TWO,2025,-1.99,-143.4
⚪ 數據不足,-0.99,-1.05,-45.0,3.45,2.66%,📉 獲利侵蝕,-321.74,-3.16%,菱生,33.0,-139.81,0.0,2025-12,2369.TW,2025,-1.99,-136.36
⚪ 數據不足,-0.18,-0.21,-5.7,-7.34,17.63%,🌑 雙重衰退,-150.0,-5.18%,永光,62.0,-140.39,0.0,2025-12,1711.TW,2025,-6.57,-147.73
⚪ 數據不足,-0.48,-0.45,-27.599999999999998,-6.89,N/A,🌑 雙重衰退,-145.28,N/A,富堡,14.5,-140.48000000000002,0.0,2025-12,8929.TWO,2025,-8.4,-147.37
⚪ 數據不足,-1.17,-1.08,-48.300000000000004,0.9,18.28%,📉 獲利侵蝕,-159.18,-0.95%,先進光,108.0,-141.5,0.0,2025-12,3362.TWO,2025,0.48,-140.6
⚪ 數據不足,-0.4,-0.31,-18.000000000000004,-0.85,N/A,🌑 雙重衰退,-145.45,N/A,越峰,32.8499984741,-141.62,0.0,2025-12,8121.TWO,2025,-6.76,-142.47
⚪ 數據不足,-1.05,-1.45,-51.9,40.53,23.18%,📉 獲利侵蝕,-483.33,-10.31%,皇家美食,46.0,-141.92000000000002,0.0,2025-12,4419.TWO,2025,58.8,-101.39
⚪ 數據不足,-0.2,-0.22,-15.9,14.75,N/A,📉 獲利侵蝕,42.86,N/A,淳安,26.5499992371,-143.7,0.0,2025-12,6283.TW,2025,32.23,-128.95
⚪ 數據不足,-0.34,-0.41,-19.8,-20.25,0.28%,🌑 雙重衰退,-187.18,-7.44%,宏益,11.1999998093,-143.81,0.0,2025-12,1452.TW,2025,-15.72,-164.06
⚪ 數據不足,9.3,13.04,0.0,182.72,N/A,⚠️ 獲利稀釋,61.47,N/A,永擎,471.0,-144.28,0.0,2025-12,7711.TW,2025,266.16,38.44
⚪ 中性觀察,34.51,6.77,1293.4499999999998,125.8,N/A,📉 獲利侵蝕,6.64,N/A,譜瑞-KY,609.0,-144.99,7.062507248057521,2026-03,4966.TWO,2025,1.76,-19.19
⚪ 數據不足,-4.94,-7.65,-228.3,5.44,2.51%,📉 獲利侵蝕,-64.09,-26.32%,東碩,18.5,-145.12,0.0,2025-12,3272.TWO,2025,11.34,-139.68
⚪ 數據不足,-0.75,-1.98,-9.000000000000002,-5.13,N/A,🌑 雙重衰退,-117.9,N/A,樂意,33.2999992371,-146.98000000000002,0.0,2025-12,7584.TWO,2025,1.42,-152.11
⚪ 數據不足,-2.2,-2.88,-112.5,0.61,-9.53%,📉 獲利侵蝕,-265.0,-33.43%,台亞,40.7999992371,-148.89000000000001,0.0,2025-12,2340.TW,2025,2.25,-148.28
⚪ 數據不足,-0.47,-0.84,-27.9,-18.58,16.92%,🌑 雙重衰退,-149.46,-21.33%,宏佳騰,24.75,-150.91000000000003,0.0,2025-12,1599.TWO,2025,-19.34,-169.49
⚪ 數據不足,-1.8,-2.57,-88.2,170.31,N/A,⚠️ 獲利稀釋,15.1,N/A,益得,17.1000003815,-151.96,0.0,2025-12,6461.TWO,2025,258.74,18.35
⚪ 數據不足,-0.17,-0.19,-7.65,-18.05,N/A,🌑 雙重衰退,-72.73,N/A,達運,13.3000001907,-153.38,0.0,2025-12,6120.TW,2025,-19.7,-171.43
⚪ 數據不足,-5.09,-6.95,-254.54999999999998,-15.48,N/A,🌑 雙重衰退,-593.15,N/A,台郡,66.4000015259,-154.05,0.0,2025-12,6269.TW,2025,-19.29,-169.53
⚪ 數據不足,-0.22,-0.33,-14.85,10.78,13.67%,📉 獲利侵蝕,-120.0,-6.40%,福永生技,13.4499998093,-155.99,0.0,2025-12,4183.TWO,2025,13.79,-145.21
⚪ 數據不足,-0.33,-0.39,-11.55,-5.8,10.83%,🌑 雙重衰退,-186.84,-1.32%,雄順,27.2000007629,-156.1,0.0,2025-12,2073.TWO,2025,-3.88,-161.9
⚪ 數據不足,-1.43,-2.16,-73.2,157.54,19.48%,⚠️ 獲利稀釋,8.44,-2058.21%,醣聯,22.8500003815,-156.59,0.0,2025-12,4168.TWO,2025,190.34,0.95
⚪ 中性觀察,10.18,11.15,686.55,164.26,19.64%,⚠️ 獲利稀釋,176.63,-12.85%,信立,52.7999992371,-156.63,1.1535940405746123,2025-12,4303.TWO,2025,332.14,7.63
⚪ 數據不足,0.42,-2.67,-15.450000000000001,-11.44,31.50%,🌑 雙重衰退,-85.52,-25.78%,百德,48.5999984741,-157.55,0.0,2025-12,4563.TWO,2025,-11.35,-168.99
⚪ 中性觀察,0.22,0.0,24.0,58.33,29.35%,📉 獲利侵蝕,-77.08,-34.05%,天方能源,22.7000007629,-158.32999999999998,14.187500476812499,2025-12,3073.TWO,2025,100.23,-100.0
⚪ 數據不足,-0.74,-0.52,-32.25,195.34,30.65%,⚠️ 獲利稀釋,-127.59,-1.86%,上曜,11.3500003815,-160.13,0.0,2025-12,1316.TW,2025,192.39,35.21
⚪ 數據不足,-2.03,-2.65,-93.44999999999999,-21.25,2.13%,🌑 雙重衰退,-250.0,-29.37%,榮創,26.6000003815,-160.66,0.0,2025-12,3437.TW,2025,-21.0,-181.91
⚪ 數據不足,-0.65,-0.65,-29.099999999999998,-0.63,N/A,🌑 雙重衰退,-400.0,N/A,新華,20.7000007629,-164.59,0.0,2025-12,5481.TWO,2025,-0.34,-165.22
⚪ 數據不足,-0.65,-0.85,-32.7,56.06,-3.68%,📉 獲利侵蝕,13.33,-19.69%,大飲,8.8500003815,-165.82,0.0,2025-12,1213.TW,2025,63.23,-109.76
⚪ 數據不足,-0.39,-0.39,-18.15,-3.53,N/A,🌑 雙重衰退,-186.67,N/A,立衛,16.0499992371,-167.38,0.0,2025-12,5344.TWO,2025,-8.31,-170.91
⚪ 數據不足,-0.46,-0.35,-23.55,-10.57,14.13%,🌑 雙重衰退,-205.0,-0.10%,和勤,21.6000003815,-167.48000000000002,0.0,2025-12,1586.TWO,2025,-13.22,-178.05
⚪ 數據不足,-0.64,-0.71,-52.8,10.78,N/A,📉 獲利侵蝕,-174.42,N/A,汎銓,874.0,-167.58,0.0,2025-12,6830.TW,2025,8.46,-156.8
⚪ 數據不足,-0.3,-0.32,-14.85,250.8,N/A,⚠️ 獲利稀釋,80.26,N/A,馥鴻,21.75,-167.82,0.0,2025-12,5345.TWO,2025,148.72,82.98
⚪ 數據不足,-0.43,-0.36,-18.3,191.86,N/A,⚠️ 獲利稀釋,-30.3,N/A,金耘國際,17.9500007629,-168.46,0.0,2025-12,4950.TWO,2025,693.83,23.4
⚪ 數據不足,-4.23,-2.47,-55.35000000000002,-4.59,59.54%,🏰 高護城河,-295.83,7.94%,美食-KY,66.3000030518,-170.71,0.0,2025-12,2723.TW,2025,-2.06,-175.3
⚪ 中性觀察,4.58,1.65,161.55,189.52,N/A,⚠️ 獲利稀釋,-22.77,N/A,杰力,92.5999984741,-170.81,8.597957147084493,2026-03,5299.TWO,2025,-12.32,18.71
⚪ 數據不足,-0.87,-1.08,-42.15,-51.69,11.07%,🌑 雙重衰退,-171.9,-115.34%,台蠟,15.5,-171.04,0.0,2025-12,1742.TWO,2025,-51.7,-222.73
⚪ 數據不足,-1.77,-3.55,-110.7,0.59,54.90%,🏰 高護城河,-146.32,-51.18%,雅茗-KY,10.3000001907,-175.23,0.0,2025-12,2726.TWO,2025,10.36,-174.64
⚪ 數據不足,-0.91,-0.88,-43.65,-18.04,N/A,🌑 雙重衰退,-140.99,N/A,競國,24.2000007629,-176.58,0.0,2025-12,6108.TW,2025,-21.96,-194.62
⚪ 數據不足,-0.76,-1.28,-39.15,-7.78,31.44%,🌑 雙重衰退,-85.37,-45.46%,穎漢,38.25,-176.66,0.0,2025-12,4562.TW,2025,3.32,-184.44
⚪ 數據不足,-2.15,-1.09,-79.35000000000001,-1.5,N/A,🌑 雙重衰退,-926.92,N/A,南六,39.6500015259,-176.92,0.0,2025-12,6504.TW,2025,1.7,-178.42
⚪ 數據不足,-0.26,-0.37,-12.15,-2.04,45.66%,🌑 雙重衰退,-163.41,-9.00%,凌陽,25.3999996185,-179.78,0.0,2025-12,2401.TW,2025,-2.33,-181.82
⚪ 數據不足,-0.82,-0.87,0.0,-7.94,13.88%,🌑 雙重衰退,-174.29,-9.40%,大立,0.0,-180.36,0.0,2025-12,4716.TWO,2025,-8.03,-188.3
⚪ 數據不足,-0.94,-0.56,-42.74999999999999,66.84,N/A,📉 獲利侵蝕,-230.99,N/A,合邦,39.7000007629,-183.31,0.0,2025-12,6103.TWO,2025,70.32,-116.47
⚪ 中性觀察,5.73,1.57,202.05000000000004,195.24,N/A,⚠️ 獲利稀釋,19.71,N/A,富鼎,128.0,-186.21,9.502598366740903,2026-03,8261.TW,2025,6.37,9.03
⚪ 數據不足,-0.36,-0.39,-27.900000000000002,5.77,9.03%,📉 獲利侵蝕,-170.59,0.44%,寶緯,19.0,-187.02,0.0,2025-12,4558.TWO,2025,15.71,-181.25
⚪ 數據不足,0.65,-5.2,-60.75,6.12,16.12%,📉 獲利侵蝕,-77.78,2.89%,大同,30.8500003815,-189.48000000000002,0.0,2025-12,2371.TW,2025,4.01,-183.36
⚪ 數據不足,-0.23,-0.49,-11.1,7.56,9.49%,📉 獲利侵蝕,-171.88,-12.78%,茂矽,45.9500007629,-192.04,0.0,2025-12,2342.TW,2025,17.56,-184.48
⚪ 數據不足,-0.37,-0.36,-19.8,4.75,18.44%,📉 獲利侵蝕,-166.07,1.17%,明泰,32.5999984741,-194.75,0.0,2025-12,3380.TW,2025,1.51,-190.0
⚪ 數據不足,-0.91,-1.02,-39.900000000000006,-2.21,14.87%,🌑 雙重衰退,-190.91,-1.97%,高鋒,46.9500007629,-194.92999999999998,0.0,2025-12,4510.TWO,2025,-14.79,-197.14
⚪ 數據不足,-0.46,-0.39,-15.15,8.85,13.72%,📉 獲利侵蝕,-1633.33,3.00%,銘異,28.8999996185,-195.51999999999998,0.0,2025-12,3060.TW,2025,5.01,-186.67
❌ 暫避觀望,0.59,-0.03,20.85,55.97,27.19%,📉 獲利侵蝕,-60.42,-0.09%,興泰,44.7999992371,-195.97,32.23021527848921,2025-12,1235.TW,2025,62.57,-140.0
⚪ 數據不足,-0.58,-0.62,-22.2,5.99,44.07%,📉 獲利侵蝕,-190.63,-19.63%,華義*,40.5499992371,-198.53,0.0,2025-12,3086.TWO,2025,2.76,-192.54
⚪ 數據不足,-0.79,-0.45,-30.3,2.23,23.39%,📉 獲利侵蝕,-297.5,1.90%,南緯,7.1399998665,-200.06,0.0,2025-12,1467.TW,2025,4.15,-197.83
⚪ 數據不足,-1.28,-1.6,-41.1,-3.11,18.49%,🌑 雙重衰退,-225.26,3.76%,台泥,25.5,-200.33999999999997,0.0,2025-12,1101.TW,2025,3.59,-203.45
⚪ 數據不足,-0.7,-1.48,-35.24999999999999,-5.25,17.49%,🌑 雙重衰退,-40.0,-7.36%,連展投控,6.4899997711,-203.08,0.0,2025-12,3710.TWO,2025,-3.15,-208.33
⚪ 數據不足,-4.13,-5.17,-232.95,-66.93,N/A,🌑 雙重衰退,-687.23,N/A,天宇,21.8500003815,-208.65999999999997,0.0,2025-12,8171.TWO,2025,-76.3,-275.59
⚪ 數據不足,3.22,4.9,0.0,885.03,N/A,⚠️ 獲利稀釋,453.41,N/A,熙特爾-創,0.0,-210.32999999999993,0.0,2025-12,7740.TW,2025,398.67,674.7
⚪ 數據不足,-0.32,-0.19,-11.700000000000001,43.01,N/A,📉 獲利侵蝕,-196.97,N/A,寬魚國際,39.7999992371,-213.38,0.0,2025-12,6101.TWO,2025,84.34,-170.37
❌ 暫避觀望,0.7,-0.55,13.049999999999999,23.94,N/A,📉 獲利侵蝕,250.0,N/A,羅昇,90.5,-215.60999999999999,104.02298850574714,2025-12,8374.TW,2025,42.77,-191.67
