om,prev_rev_yoy,date,advice,name,prev_year,prev_eps,pe,prev_eps_yoy,eps_yoy,expansion,symbol,gm,price,rev_yoy,eps,est_price,status
7.26%,-6.91,2025-12,⚪ 數據不足,寶隆,2025,-0.15,0.0,-650.0,-96.0,-92.89,1906.TW,12.71%,11.5500001907,-3.11,0.01,-7.95,🔄 轉虧為盈
N/A,-21.78,2025-12,❌ 暫避觀望,橘子,2025,0.44,107.07317445341467,-96.54,-112.99,-93.03999999999999,6180.TWO,N/A,43.9000015259,-19.95,-1.53,6.149999999999999,🌑 雙重衰退
-18.44%,-14.97,2025-12,⚪ 數據不足,唐榮,2025,-3.6,0.0,-181.25,-114.55,-93.33,2035.TWO,-14.72%,28.2999992371,-21.22,-4.72,-181.2,🌑 雙重衰退
-1.07%,-0.77,2025-12,⚪ 數據不足,鈺德,2025,0.02,0.0,-96.92,-92.73,-93.45,3050.TW,27.89%,12.8000001907,0.72,0.04,-0.30000000000000027,📉 獲利侵蝕
5.75%,80.92,2025-12,⚪ 中性觀察,大綜,2025,5.92,12.979014598540147,10.24,-29.4,-93.72,3147.TWO,13.87%,284.5,64.32,8.43,328.79999999999995,📉 獲利侵蝕
4.08%,0.54,2025-12,⚪ 數據不足,台嘉碩,2025,-0.22,0.0,-130.14,-91.75,-94.11,3221.TWO,22.57%,58.0999984741,2.36,0.08,-1.6500000000000001,🔄 轉虧為盈
-1.26%,5.73,2025-12,⚪ 數據不足,廣華-KY,2025,-2.0,0.0,-254.55,-92.04,-94.87,1338.TW,22.76%,16.5499992371,2.83,-2.24,-97.5,📉 獲利侵蝕
N/A,25.43,2025-12,❌ 暫避觀望,擎亞,2025,0.58,38.17891373801917,-80.2,-72.78,-95.61,8096.TWO,N/A,119.5,22.83,0.89,46.949999999999996,📉 獲利侵蝕
N/A,5.67,2025-12,❌ 暫避觀望,邑錡,2025,0.05,231.21951963853658,-95.69,-93.2,-95.76,7402.TWO,N/A,94.8000030518,2.56,0.1,6.15,📉 獲利侵蝕
2.54%,-14.79,2025-12,⚪ 數據不足,燦星旅,2025,-0.47,0.0,-124.87,-111.9,-97.75,2719.TWO,7.41%,24.6499996185,-14.15,-0.15,-11.1,🌑 雙重衰退
N/A,-1.08,2025-12,❌ 暫避觀望,大井泵浦,2025,0.64,25.407725649313303,-75.94,-97.61,-97.91,6982.TWO,N/A,59.2000007629,0.3,0.06,34.95,📉 獲利侵蝕
-4.87%,13.39,2025-12,❌ 暫避觀望,協易機,2025,0.04,85.73529299558824,-96.64,-87.1,-99.11999999999999,4533.TWO,23.68%,29.1499996185,12.02,0.2,5.1,📉 獲利侵蝕
-2.95%,17.21,2025-12,❌ 暫避觀望,進泰電子,2025,-0.1,118.80000305160003,37.5,-94.87,-100.55000000000001,3465.TWO,20.16%,29.7000007629,5.68,0.04,3.749999999999999,🔄 轉虧為盈
N/A,0.11,2025-12,⚪ 數據不足,欣技,2025,-0.55,0.0,12.7,-108.77,-100.82,6160.TWO,N/A,16.8999996185,-7.95,-1.19,-33.300000000000004,🌑 雙重衰退
-2.06%,4.39,2025-12,❌ 暫避觀望,群創,2025,0.03,230.23808797190475,109.38,-96.3,-101.02,3481.TW,9.08%,48.3499984741,4.72,0.03,3.15,📉 獲利侵蝕
N/A,-20.17,2025-12,⚪ 數據不足,有益,2025,-0.23,0.0,-141.07,-122.06,-101.05,9962.TWO,N/A,9.720000267,-21.01,-0.15,-6.15,🌑 雙重衰退
N/A,31.33,2025-12,⚪ 數據不足,旭暉應材,2025,-1.45,0.0,-51.58,-72.63,-102.49,6698.TW,N/A,41.2000007629,29.86,-1.65,-67.35000000000001,📉 獲利侵蝕
N/A,300.12,2025-12,⚪ 數據不足,華冠,2025,-2.53,0.0,66.4,63.58,-103.30999999999999,8101.TW,N/A,15.3000001907,166.89,-3.15,-136.64999999999998,⚠️ 獲利稀釋
1.56%,26.11,2025-12,❌ 暫避觀望,星宇航空,2025,0.16,23.313952601279066,-73.33,-79.55,-103.47999999999999,2646.TW,13.18%,20.0499992371,23.93,0.09,12.900000000000002,📉 獲利侵蝕
N/A,-10.4,2025-12,⚪ 數據不足,鈦昇,2025,-1.59,0.0,-355.88,-93.62,-103.62,8027.TWO,N/A,264.0,10.0,-0.93,-72.00000000000001,📉 獲利侵蝕
N/A,15.96,2025-12,⚪ 數據不足,泰藝,2025,-0.24,0.0,-196.0,-90.0,-106.02,8289.TWO,N/A,66.0,16.02,0.04,-7.800000000000001,🔄 轉虧為盈
N/A,-2.76,2025-12,⚪ 數據不足,正能量智能,2025,-1.02,0.0,-15.91,-109.86,-106.06,5348.TWO,N/A,15.25,-3.8,-1.49,-55.949999999999996,🌑 雙重衰退
4.95%,-22.96,2025-12,❌ 暫避觀望,晶呈科技,2025,-0.09,1242.4242424242423,-103.78,-86.55,-107.44,4768.TWO,16.79%,410.0,20.89,0.39,4.950000000000001,🔄 轉虧為盈
9.33%,10.25,2025-12,⚪ 中性觀察,永新-KY,2025,-2.24,10.81534735589928,-129.31,-106.38,-107.8,4557.TW,28.78%,45.0999984741,1.42,-0.67,62.55,📉 獲利侵蝕
N/A,-23.23,2025-12,⚪ 數據不足,上亞科技,2025,-1.06,0.0,-1077.78,-129.33,-108.54000000000002,6130.TWO,N/A,21.7999992371,-20.79,-1.72,-58.35,🌑 雙重衰退
N/A,-20.28,2025-12,⚪ 數據不足,萬國通,2025,-0.44,0.0,-150.0,-126.47,-108.75999999999999,9950.TWO,N/A,10.6999998093,-17.71,-0.27,-13.35,🌑 雙重衰退
N/A,2.29,2025-12,⚪ 數據不足,隆中,2025,-0.46,0.0,-120.18,-99.01,-109.23,6542.TWO,N/A,45.2999992371,10.22,0.02,-8.25,🔄 轉虧為盈
N/A,23.03,2025-12,⚪ 數據不足,研通,2025,-0.02,0.0,-103.57,-90.74,-110.50999999999999,6229.TWO,N/A,25.3500003815,19.77,0.05,-2.399999999999999,🔄 轉虧為盈
-23.08%,11.56,2025-12,⚪ 數據不足,濱川,2025,-4.54,0.0,-163.13,-106.61,-111.63,1569.TWO,-3.81%,49.4500007629,5.02,-5.61,-226.35,📉 獲利侵蝕
-29.19%,0.72,2025-12,⚪ 數據不足,正達,2025,-2.24,0.0,-272.73,-106.98,-112.51,3149.TW,-12.37%,86.8000030518,5.53,-2.86,-111.9,📉 獲利侵蝕
30.40%,1.32,2026-03,❌ 暫避觀望,台灣精銳,2025,12.0,21.941216678058783,-15.13,-14.42,-112.84,4583.TW,51.18%,642.0,98.42,3.56,438.9,🏰 高護城河
8.05%,54.47,2025-12,❌ 暫避觀望,安馳,2025,0.27,37.957317073170735,-91.89,-44.71,-114.03,3528.TW,12.45%,124.5,69.32,2.3,49.199999999999996,📉 獲利侵蝕
2.17%,166.67,2025-12,⚪ 中性觀察,鴻準,2025,1.68,9.84293220347295,-11.58,-8.3,-114.13,2354.TW,4.22%,56.4000015259,105.83,2.32,85.95,📉 獲利侵蝕
N/A,8.86,2025-12,⚪ 數據不足,凱衛,2025,-0.13,0.0,-115.29,-102.22,-114.85,5201.TWO,N/A,29.75,12.63,-0.06,-17.700000000000003,📉 獲利侵蝕
N/A,51.38,2025-12,⚪ 中性觀察,大研生醫*,2025,3.44,2.2222222222222223,209.41,-76.4,-115.5,7780.TW,N/A,18.0,39.1,0.51,121.5,📉 獲利侵蝕
-6.88%,-3.42,2025-12,⚪ 數據不足,建通,2025,-2.59,0.0,-247.95,-117.65,-117.14,2460.TW,3.88%,29.8500003815,-0.51,-3.0,-108.3,🌑 雙重衰退
N/A,-6.79,2025-12,⚪ 數據不足,星雲,2025,-0.36,0.0,-140.0,-122.86,-117.39,8047.TWO,N/A,50.2000007629,-5.47,-0.78,-20.25,🌑 雙重衰退
10.37%,44251.78,2025-12,⚪ 中性觀察,皇普,2025,3.39,2.1824596389616935,525.0,12.42,-117.88000000000001,2528.TW,15.63%,21.6499996185,130.3,3.65,148.8,⚠️ 獲利稀釋
-42.60%,-11.3,2025-12,❌ 暫避觀望,鈺寶-創,2025,0.19,72.692306225,-73.61,-131.88,-119.3,3150.TW,40.07%,18.8999996185,-12.58,-0.22,3.9000000000000004,🌑 雙重衰退
-2.27%,-6.3,2025-12,⚪ 數據不足,燁輝,2025,-1.4,0.0,-243.9,-129.63,-120.94999999999999,2023.TW,7.45%,13.75,-8.68,-1.85,-64.05000000000001,🌑 雙重衰退
-8.09%,26.14,2025-12,⚪ 數據不足,泰茂,2025,-0.19,0.0,-103.85,-118.67,-120.96000000000001,2230.TWO,2.81%,26.8999996185,2.29,-1.05,-18.75,📉 獲利侵蝕
-10.66%,-3.74,2025-12,⚪ 數據不足,大東,2025,-0.26,0.0,-110.79,-128.03,-121.2,1441.TW,-0.79%,9.1800003052,-6.83,-0.45,-0.8999999999999991,🌑 雙重衰退
N/A,-11.54,2025-12,❌ 暫避觀望,美吉吉-KY,2025,0.0,195.00000476875007,-100.0,-140.21,-122.12,8466.TW,N/A,15.6000003815,-18.09,-0.81,1.1999999999999993,🌑 雙重衰退
-2.51%,-6.81,2025-12,⚪ 數據不足,艾笛森,2025,-0.21,0.0,-127.78,-132.32,-122.50999999999999,3591.TW,21.48%,0.0,-9.81,-0.34,0.0,🌑 雙重衰退
3.08%,-2.54,2025-12,⚪ 數據不足,仲琦,2025,-0.17,0.0,-325.0,-125.0,-122.71,2419.TW,21.56%,28.3999996185,-2.29,-0.36,-12.750000000000002,🌑 雙重衰退
-24.47%,-25.38,2025-12,⚪ 數據不足,偉全,2025,-0.51,0.0,-221.43,-150.77,-123.04,1465.TW,-4.05%,12.3999996185,-27.73,-0.33,-18.3,🌑 雙重衰退
N/A,-18.16,2025-12,⚪ 數據不足,九齊,2025,-1.8,0.0,-174.07,-135.36,-123.62000000000002,6494.TWO,N/A,51.0,-11.74,-0.93,-74.4,🌑 雙重衰退
-79.87%,-25.84,2025-12,⚪ 數據不足,律勝,2025,-0.71,0.0,-102.86,-147.06,-124.32000000000001,3354.TWO,18.97%,28.5,-22.74,-0.84,-35.699999999999996,🌑 雙重衰退
-0.74%,2.32,2025-12,⚪ 數據不足,鑫科,2025,-0.07,0.0,-128.0,-117.39,-125.91,3663.TWO,2.83%,72.3000030518,8.52,-0.08,-1.2000000000000002,📉 獲利侵蝕
N/A,1.12,2025-12,⚪ 數據不足,力新,2025,-0.57,0.0,-126.76,-134.86,-126.51000000000002,5202.TWO,N/A,17.2999992371,-8.35,-0.61,-33.3,🌑 雙重衰退
-15.73%,-18.65,2025-12,⚪ 數據不足,為升,2025,-0.06,0.0,-103.64,-148.96,-127.19000000000001,2231.TW,23.65%,95.0999984741,-21.77,-1.63,-19.8,🌑 雙重衰退
2.74%,-7.46,2025-12,⚪ 數據不足,志聯,2025,-0.14,0.0,-380.0,-137.5,-127.67,2024.TW,8.85%,14.3000001907,-9.83,-0.06,-3.75,🌑 雙重衰退
-2.95%,-12.06,2025-12,⚪ 數據不足,程泰,2025,-5.75,0.0,-269.21,-142.57,-130.45999999999998,1583.TW,19.66%,52.0,-12.11,-4.83,-399.0,🌑 雙重衰退
1.24%,-10.98,2025-12,⚪ 數據不足,旭軟,2025,-0.72,0.0,-158.97,-138.3,-130.85000000000002,3390.TWO,17.06%,27.2999992371,-7.45,-0.55,-30.0,🌑 雙重衰退
-21.28%,-17.54,2025-12,⚪ 數據不足,鴻碩,2025,-4.31,0.0,-174.52,-147.12,-131.88,3092.TW,1.51%,29.0,-15.24,-5.14,-208.2,🌑 雙重衰退
N/A,27.89,2025-12,⚪ 數據不足,廣閎科,2025,-1.12,0.0,-150.45,-102.7,-131.91,6693.TWO,N/A,165.0,29.21,-0.09,-48.45,📉 獲利侵蝕
0.94%,2.41,2025-12,⚪ 數據不足,承啟,2025,-0.95,0.0,-439.29,-130.48,-132.64999999999998,2425.TW,8.50%,33.2000007629,2.17,-0.32,-35.4,📉 獲利侵蝕
-6.00%,-10.29,2025-12,⚪ 數據不足,華紙,2025,-0.85,0.0,-1316.67,-143.48,-133.85,1905.TW,4.37%,12.6999998093,-9.63,-0.56,-34.35,🌑 雙重衰退
-2.69%,-5.52,2025-12,⚪ 數據不足,光群雷,2025,-0.32,0.0,-117.82,-138.31,-133.95,2461.TW,18.99%,20.1000003815,-4.36,-0.61,-18.299999999999997,🌑 雙重衰退
N/A,-6.38,2025-12,⚪ 數據不足,迅杰,2025,-0.32,0.0,-145.59,-147.27,-134.34,6243.TW,N/A,30.3999996185,-12.93,-0.52,-13.499999999999998,🌑 雙重衰退
-11.28%,6.21,2025-12,⚪ 數據不足,力士,2025,-4.75,0.0,-176.51,-124.23,-134.54,4923.TWO,25.62%,44.9000015259,10.31,-5.26,-236.85,📉 獲利侵蝕
N/A,-5.88,2025-12,⚪ 數據不足,旺玖,2025,-0.08,0.0,-122.86,-141.67,-134.54999999999998,6233.TWO,N/A,23.7999992371,-7.12,-0.16,-6.75,🌑 雙重衰退
N/A,-21.06,2025-12,⚪ 數據不足,瀧澤科,2025,-0.68,0.0,-128.33,-159.3,-135.03,6609.TWO,N/A,44.0999984741,-24.27,-1.53,-40.5,🌑 雙重衰退
-37.72%,-10.01,2025-12,⚪ 數據不足,錦明,2025,-1.15,0.0,-133.82,-146.49,-137.14000000000001,3230.TWO,7.05%,29.8999996185,-9.35,-1.6,-54.15,🌑 雙重衰退
-7.19%,-1.99,2025-12,⚪ 數據不足,公準,2025,-0.34,0.0,-148.57,-143.4,-139.0,3178.TWO,9.34%,63.7999992371,-4.4,-0.46,-11.549999999999999,🌑 雙重衰退
-3.16%,-1.99,2025-12,⚪ 數據不足,菱生,2025,-0.99,0.0,-321.74,-136.36,-139.81,2369.TW,2.66%,31.4500007629,3.45,-1.05,-45.0,📉 獲利侵蝕
-5.18%,-6.57,2025-12,⚪ 數據不足,永光,2025,-0.18,0.0,-150.0,-147.73,-140.39,1711.TW,17.63%,44.4500007629,-7.34,-0.21,-5.7,🌑 雙重衰退
N/A,-8.4,2025-12,⚪ 數據不足,富堡,2025,-0.48,0.0,-145.28,-147.37,-140.48000000000002,8929.TWO,N/A,14.6000003815,-6.89,-0.45,-27.599999999999998,🌑 雙重衰退
-0.95%,0.48,2025-12,⚪ 數據不足,先進光,2025,-1.17,0.0,-159.18,-140.6,-141.5,3362.TWO,18.28%,141.5,0.9,-1.08,-48.300000000000004,📉 獲利侵蝕
N/A,-6.76,2025-12,⚪ 數據不足,越峰,2025,-0.4,0.0,-145.45,-142.47,-141.62,8121.TWO,N/A,38.0,-0.85,-0.31,-18.000000000000004,🌑 雙重衰退
-10.31%,58.8,2025-12,⚪ 數據不足,皇家美食,2025,-1.05,0.0,-483.33,-101.39,-141.92000000000002,4419.TWO,23.18%,45.5999984741,40.53,-1.45,-51.9,📉 獲利侵蝕
N/A,32.23,2025-12,⚪ 數據不足,淳安,2025,-0.2,0.0,42.86,-128.95,-143.7,6283.TW,N/A,24.2999992371,14.75,-0.22,-15.9,📉 獲利侵蝕
-7.44%,-15.72,2025-12,⚪ 數據不足,宏益,2025,-0.34,0.0,-187.18,-164.06,-143.81,1452.TW,0.28%,11.0500001907,-20.25,-0.41,-19.8,🌑 雙重衰退
N/A,266.16,2025-12,⚪ 數據不足,永擎,2025,9.3,0.0,61.47,38.44,-144.28,7711.TW,N/A,0.0,182.72,13.04,0.0,⚠️ 獲利稀釋
N/A,1.76,2026-03,⚪ 中性觀察,譜瑞-KY,2025,34.51,7.688739417836021,6.64,-19.19,-144.99,4966.TWO,N/A,663.0,125.8,6.77,1293.4499999999998,📉 獲利侵蝕
-26.32%,11.34,2025-12,⚪ 數據不足,東碩,2025,-4.94,0.0,-64.09,-139.68,-145.12,3272.TWO,2.51%,16.8500003815,5.44,-7.65,-228.3,📉 獲利侵蝕
N/A,1.42,2025-12,⚪ 數據不足,樂意,2025,-0.75,0.0,-117.9,-152.11,-146.98000000000002,7584.TWO,N/A,24.8999996185,-5.13,-1.98,-9.000000000000002,🌑 雙重衰退
-33.43%,2.25,2025-12,⚪ 數據不足,台亞,2025,-2.2,0.0,-265.0,-148.28,-148.89000000000001,2340.TW,-9.53%,32.7000007629,0.61,-2.88,-112.5,📉 獲利侵蝕
-21.33%,-19.34,2025-12,⚪ 數據不足,宏佳騰,2025,-0.47,0.0,-149.46,-169.49,-150.91000000000003,1599.TWO,16.92%,23.7000007629,-18.58,-0.84,-27.9,🌑 雙重衰退
N/A,258.74,2025-12,⚪ 數據不足,益得,2025,-1.8,0.0,15.1,18.35,-151.96,6461.TWO,N/A,15.8000001907,170.31,-2.57,-88.2,⚠️ 獲利稀釋
N/A,-19.7,2025-12,⚪ 數據不足,達運,2025,-0.17,0.0,-72.73,-171.43,-153.38,6120.TW,N/A,14.3500003815,-18.05,-0.19,-7.65,🌑 雙重衰退
N/A,-19.29,2025-12,⚪ 數據不足,台郡,2025,-5.09,0.0,-593.15,-169.53,-154.05,6269.TW,N/A,64.5,-15.48,-6.95,-254.54999999999998,🌑 雙重衰退
-6.40%,13.79,2025-12,⚪ 數據不足,福永生技,2025,-0.22,0.0,-120.0,-145.21,-155.99,4183.TWO,13.67%,13.75,10.78,-0.33,-14.85,📉 獲利侵蝕
-1.32%,-3.88,2025-12,⚪ 數據不足,雄順,2025,-0.33,0.0,-186.84,-161.9,-156.1,2073.TWO,10.83%,26.0,-5.8,-0.39,-11.55,🌑 雙重衰退
-2058.21%,190.34,2025-12,⚪ 數據不足,醣聯,2025,-1.43,0.0,8.44,0.95,-156.59,4168.TWO,19.48%,25.1000003815,157.54,-2.16,-73.2,⚠️ 獲利稀釋
-12.85%,332.14,2025-12,⚪ 中性觀察,信立,2025,10.18,1.0115796206488967,176.63,7.63,-156.63,4303.TWO,19.64%,46.2999992371,164.26,11.15,686.55,⚠️ 獲利稀釋
-25.78%,-11.35,2025-12,⚪ 數據不足,百德,2025,0.42,0.0,-85.52,-168.99,-157.55,4563.TWO,31.50%,46.1500015259,-11.44,-2.67,-15.450000000000001,🌑 雙重衰退
-34.05%,100.23,2025-12,⚪ 中性觀察,天方能源,2025,0.22,13.500000238437499,-77.08,-100.0,-158.32999999999998,3073.TWO,29.35%,21.6000003815,58.33,0.0,24.0,📉 獲利侵蝕
-1.86%,192.39,2025-12,⚪ 數據不足,上曜,2025,-0.74,0.0,-127.59,35.21,-160.13,1316.TW,30.65%,10.4499998093,195.34,-0.52,-32.25,⚠️ 獲利稀釋
-29.37%,-21.0,2025-12,⚪ 數據不足,榮創,2025,-2.03,0.0,-250.0,-181.91,-160.66,3437.TW,2.13%,21.5,-21.25,-2.65,-93.44999999999999,🌑 雙重衰退
N/A,-0.34,2025-12,⚪ 數據不足,新華,2025,-0.65,0.0,-400.0,-165.22,-164.59,5481.TWO,N/A,19.2000007629,-0.63,-0.65,-29.099999999999998,🌑 雙重衰退
-19.69%,63.23,2025-12,⚪ 數據不足,大飲,2025,-0.65,0.0,13.33,-109.76,-165.82,1213.TW,-3.68%,8.4300003052,56.06,-0.85,-32.7,📉 獲利侵蝕
N/A,-8.31,2025-12,⚪ 數據不足,立衛,2025,-0.39,0.0,-186.67,-170.91,-167.38,5344.TWO,N/A,16.1000003815,-3.53,-0.39,-18.15,🌑 雙重衰退
-0.10%,-13.22,2025-12,⚪ 數據不足,和勤,2025,-0.46,0.0,-205.0,-178.05,-167.48000000000002,1586.TWO,14.13%,21.4500007629,-10.57,-0.35,-23.55,🌑 雙重衰退
N/A,8.46,2025-12,⚪ 數據不足,汎銓,2025,-0.64,0.0,-174.42,-156.8,-167.58,6830.TW,N/A,562.0,10.78,-0.71,-52.8,📉 獲利侵蝕
N/A,148.72,2025-12,⚪ 數據不足,馥鴻,2025,-0.3,0.0,80.26,82.98,-167.82,5345.TWO,N/A,26.6000003815,250.8,-0.32,-14.85,⚠️ 獲利稀釋
N/A,693.83,2025-12,⚪ 數據不足,金耘國際,2025,-0.43,0.0,-30.3,23.4,-168.46,4950.TWO,N/A,16.0,191.86,-0.36,-18.3,⚠️ 獲利稀釋
7.94%,-2.06,2025-12,⚪ 數據不足,美食-KY,2025,-4.23,0.0,-295.83,-175.3,-170.71,2723.TW,59.54%,63.0,-4.59,-2.47,-55.35000000000002,🏰 高護城河
N/A,-12.32,2026-03,⚪ 中性觀察,杰力,2025,4.58,9.331476323119777,-22.77,18.71,-170.81,5299.TWO,N/A,100.5,189.52,1.65,161.55,⚠️ 獲利稀釋
-115.34%,-51.7,2025-12,⚪ 數據不足,台蠟,2025,-0.87,0.0,-171.9,-222.73,-171.04,1742.TWO,11.07%,15.5,-51.69,-1.08,-42.15,🌑 雙重衰退
-51.18%,10.36,2025-12,⚪ 數據不足,雅茗-KY,2025,-1.77,0.0,-146.32,-174.64,-175.23,2726.TWO,54.90%,9.75,0.59,-3.55,-110.7,🏰 高護城河
N/A,-21.96,2025-12,⚪ 數據不足,競國,2025,-0.91,0.0,-140.99,-194.62,-176.58,6108.TW,N/A,18.8999996185,-18.04,-0.88,-43.65,🌑 雙重衰退
-45.46%,3.32,2025-12,⚪ 數據不足,穎漢,2025,-0.76,0.0,-85.37,-184.44,-176.66,4562.TW,31.44%,37.6500015259,-7.78,-1.28,-39.15,🌑 雙重衰退
N/A,1.7,2025-12,⚪ 數據不足,南六,2025,-2.15,0.0,-926.92,-178.42,-176.92,6504.TW,N/A,35.8499984741,-1.5,-1.09,-79.35000000000001,🌑 雙重衰退
-9.00%,-2.33,2025-12,⚪ 數據不足,凌陽,2025,-0.26,0.0,-163.41,-181.82,-179.78,2401.TW,45.66%,25.25,-2.04,-0.37,-12.15,🌑 雙重衰退
-9.40%,-8.03,2025-12,⚪ 數據不足,大立,2025,-0.82,0.0,-174.29,-188.3,-180.36,4716.TWO,13.88%,16.7999992371,-7.94,-0.87,-51.3,🌑 雙重衰退
N/A,70.32,2025-12,⚪ 數據不足,合邦,2025,-0.94,0.0,-230.99,-116.47,-183.31,6103.TWO,N/A,35.2999992371,66.84,-0.56,-42.74999999999999,📉 獲利侵蝕
N/A,6.37,2026-03,⚪ 中性觀察,富鼎,2025,5.73,11.581291759465477,19.71,9.03,-186.21,8261.TW,N/A,156.0,195.24,1.57,202.05000000000004,⚠️ 獲利稀釋
0.44%,15.71,2025-12,⚪ 數據不足,寶緯,2025,-0.36,0.0,-170.59,-181.25,-187.02,4558.TWO,9.03%,19.1499996185,5.77,-0.39,-27.900000000000002,📉 獲利侵蝕
2.89%,4.01,2025-12,⚪ 數據不足,大同,2025,0.65,0.0,-77.78,-183.36,-189.48000000000002,2371.TW,16.12%,28.8500003815,6.12,-5.2,-60.75,📉 獲利侵蝕
-12.78%,17.56,2025-12,⚪ 數據不足,茂矽,2025,-0.23,0.0,-171.88,-184.48,-192.04,2342.TW,9.49%,38.9000015259,7.56,-0.49,-11.1,📉 獲利侵蝕
1.17%,1.51,2025-12,⚪ 數據不足,明泰,2025,-0.37,0.0,-166.07,-190.0,-194.75,3380.TW,18.44%,34.4500007629,4.75,-0.36,-19.8,📉 獲利侵蝕
-1.97%,-14.79,2025-12,⚪ 數據不足,高鋒,2025,-0.91,0.0,-190.91,-197.14,-194.92999999999998,4510.TWO,14.87%,46.5999984741,-2.21,-1.02,-39.900000000000006,🌑 雙重衰退
3.00%,5.01,2025-12,⚪ 數據不足,銘異,2025,-0.46,0.0,-1633.33,-186.67,-195.51999999999998,3060.TW,13.72%,28.8999996185,8.85,-0.39,-15.15,📉 獲利侵蝕
-0.09%,62.57,2025-12,❌ 暫避觀望,興泰,2025,0.59,27.05035861446043,-60.42,-140.0,-195.97,1235.TW,27.19%,37.5999984741,55.97,-0.03,20.85,📉 獲利侵蝕
-19.63%,2.76,2025-12,⚪ 數據不足,華義*,2025,-0.58,0.0,-190.63,-192.54,-198.53,3086.TWO,44.07%,36.0499992371,5.99,-0.62,-22.2,📉 獲利侵蝕
1.90%,4.15,2025-12,⚪ 數據不足,南緯,2025,-0.79,0.0,-297.5,-197.83,-200.06,1467.TW,23.39%,7.9400000572,2.23,-0.45,-30.3,📉 獲利侵蝕
3.76%,3.59,2025-12,⚪ 數據不足,台泥,2025,-1.28,0.0,-225.26,-203.45,-200.33999999999997,1101.TW,18.49%,23.8500003815,-3.11,-1.6,-41.1,🌑 雙重衰退
-7.36%,-3.15,2025-12,⚪ 數據不足,連展投控,2025,-0.7,0.0,-40.0,-208.33,-203.08,3710.TWO,17.49%,6.0399999619,-5.25,-1.48,-35.24999999999999,🌑 雙重衰退
N/A,-76.3,2025-12,⚪ 數據不足,天宇,2025,-4.13,0.0,-687.23,-275.59,-208.65999999999997,8171.TWO,N/A,23.75,-66.93,-5.17,-232.95,🌑 雙重衰退
N/A,398.67,2025-12,⚪ 中性觀察,熙特爾-創,2025,3.22,13.196594427244582,453.41,674.7,-210.32999999999993,7740.TW,N/A,170.5,885.03,4.9,193.8,⚠️ 獲利稀釋
N/A,84.34,2025-12,⚪ 數據不足,寬魚國際,2025,-0.32,0.0,-196.97,-170.37,-213.38,6101.TWO,N/A,40.3499984741,43.01,-0.19,-11.700000000000001,📉 獲利侵蝕
N/A,42.77,2025-12,❌ 暫避觀望,羅昇,2025,0.7,103.67815741172414,250.0,-191.67,-215.60999999999999,8374.TW,N/A,90.1999969482,23.94,-0.55,13.049999999999999,📉 獲利侵蝕
-2.91%,-0.87,2025-12,⚪ 數據不足,鼎元,2025,-0.18,0.0,-142.86,-219.05,-216.62,2426.TW,10.78%,62.0,-2.43,-0.25,-7.65,🌑 雙重衰退
-18.66%,27.42,2025-12,⚪ 數據不足,天良,2025,-0.17,0.0,-206.25,-184.62,-217.48000000000002,4127.TWO,56.44%,67.0,32.86,-0.22,-10.200000000000001,🏰 高護城河
-38.32%,-15.29,2025-12,⚪ 數據不足,連宇,2025,-0.83,0.0,-225.76,-234.57,-217.68,2482.TW,35.81%,16.7000007629,-16.89,-1.09,-45.150000000000006,🌑 雙重衰退
-18.85%,12.21,2025-12,⚪ 數據不足,李洲,2025,-1.62,0.0,-218.25,-207.69,-217.81,3066.TWO,38.23%,20.4500007629,10.12,-1.4,-89.4,📉 獲利侵蝕
-15.47%,25.54,2025-12,⚪ 數據不足,國喬,2025,-2.86,0.0,-197.87,-181.88,-219.62,1312.TW,-5.49%,13.6499996185,37.74,-3.97,-134.54999999999998,📉 獲利侵蝕
23.35%,4.01,2026-03,⚪ 中性觀察,勝一,2025,6.81,10.105757931844888,-5.55,6.32,-223.92000000000002,1773.TW,37.55%,172.0,230.24,2.02,255.29999999999998,⚠️ 獲利稀釋
12.45%,-63.89,2025-12,⚪ 數據不足,晶彩科,2025,-1.74,0.0,-285.11,-255.07,-223.95,3535.TW,35.79%,123.0,-31.12,-1.07,-74.55000000000001,🌑 雙重衰退
-168.74%,2.47,2025-12,⚪ 數據不足,聯昌,2025,-0.51,0.0,-6.25,-233.33,-226.29000000000002,2431.TW,-118.71%,10.75,-7.04,-2.1,-45.45,🌑 雙重衰退
N/A,100.01,2025-12,❌ 暫避觀望,天品,2025,0.45,408.695652173913,-33.82,-48.33,-226.79000000000002,6199.TWO,N/A,94.0,178.46,0.31,3.4500000000000006,📉 獲利侵蝕
-2.89%,572.93,2025-12,⚪ 中性觀察,矽統,2025,1.46,13.627684600023864,37.74,50.0,-231.98000000000002,2363.TW,27.33%,57.0999984741,281.98,1.53,62.85000000000001,⚠️ 獲利稀釋
10.47%,-3.8,2025-12,⚪ 數據不足,華園,2025,-0.61,0.0,-284.85,-234.62,-232.35,2702.TW,89.24%,12.8500003815,-2.27,-0.35,-24.0,🏰 高護城河
N/A,-11.93,2025-12,⚪ 數據不足,霹靂,2025,-3.03,0.0,-288.46,-244.52,-235.22,8450.TWO,N/A,15.8000001907,-9.3,-5.34,-175.79999999999998,🌑 雙重衰退
