        股號                         名稱      收盤價        狀態                                  原因
   1477.TW                         聚陽   228.00      進入盤整    ADX 指標為 16.19 (低於 20)，市場目前缺乏推升動能
   6505.TW                        台塑化    55.70      均線糾纏      MA5/10/20 乖離率僅 1.47%，移動平均線高度重合
   2405.TW                         輔信    15.40      均線糾纏      MA5/10/20 乖離率僅 1.02%，移動平均線高度重合
  00752.TW                     中信中國50    23.97      均線糾纏      MA5/10/20 乖離率僅 1.00%，移動平均線高度重合
  3264.TWO                         欣銓   166.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  8358.TWO                         金居   243.00      均線糾纏      MA5/10/20 乖離率僅 0.56%，移動平均線高度重合
  6983.TWO                       華洋精機   362.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
 00982D.TW                   主動富邦動態入息    10.07      均線糾纏      MA5/10/20 乖離率僅 0.16%，移動平均線高度重合
  00878.TW                    國泰永續高股息    22.30      均線糾纏      MA5/10/20 乖離率僅 0.17%，移動平均線高度重合
  4303.TWO                         信立    55.30      均線糾纏      MA5/10/20 乖離率僅 0.55%，移動平均線高度重合
  2756.TWO                       聯發國際    70.90      均線糾纏      MA5/10/20 乖離率僅 1.19%，移動平均線高度重合
  6574.TWO                         霈方   109.50      進入盤整    ADX 指標為 10.22 (低於 20)，市場目前缺乏推升動能
  6568.TWO                         宏觀   217.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  6174.TWO                        安��    22.40      均線糾纏      MA5/10/20 乖離率僅 1.34%，移動平均線高度重合
  3623.TWO                        富晶通    22.25      趨勢運行                    股價具備方向性，未達盤整過濾標準
   6754.TW                       匯僑設計    45.10      均線糾纏      MA5/10/20 乖離率僅 0.39%，移動平均線高度重合
   6477.TW                         安集    33.60      進入盤整    ADX 指標為 19.16 (低於 20)，市場目前缺乏推升動能
  6761.TWO                         穩得   159.00      均線糾纏      MA5/10/20 乖離率僅 0.81%，移動平均線高度重合
  5483.TWO                        中美晶   107.00      均線糾纏      MA5/10/20 乖離率僅 1.43%，移動平均線高度重合
   6742.TW                         澤米    40.05      均線糾纏      MA5/10/20 乖離率僅 1.07%，移動平均線高度重合
  3066.TWO                         李洲    19.20      進入盤整     ADX 指標為 7.29 (低於 20)，市場目前缺乏推升動能
   1340.TW                      勝悅-KY     6.70      進入盤整    ADX 指標為 14.05 (低於 20)，市場目前缺乏推升動能
   6770.TW                        力積電    54.90      趨勢運行                    股價具備方向性，未達盤整過濾標準
 00655L.TW                  國泰中國A50正2    32.56      均線糾纏      MA5/10/20 乖離率僅 0.32%，移動平均線高度重合
   2630.TW                         亞航    47.70      均線糾纏      MA5/10/20 乖離率僅 0.72%，移動平均線高度重合
   2939.TW                      永邑-KY    26.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
  3624.TWO                         光頡    47.20      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3135.TW                         凌航   106.50      進入盤整    ADX 指標為 14.91 (低於 20)，市場目前缺乏推升動能
  3085.TWO                        新零售    12.95      趨勢運行                    股價具備方向性，未達盤整過濾標準
  8099.TWO                        大世科    59.00      均線糾纏      MA5/10/20 乖離率僅 0.71%，移動平均線高度重合
  3073.TWO                       天方能源    27.50      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2356.TW                        英業達    41.10      均線糾纏      MA5/10/20 乖離率僅 0.62%，移動平均線高度重合
   6838.TW                        台新藥    28.25      均線糾纏      MA5/10/20 乖離率僅 1.34%，移動平均線高度重合
   6139.TW                         亞翔   525.00      進入盤整    ADX 指標為 16.03 (低於 20)，市場目前缺乏推升動能
  7709.TWO                         榮田    72.50      進入盤整    ADX 指標為 12.39 (低於 20)，市場目前缺乏推升動能
   1906.TW                         寶隆    12.70      趨勢運行                    股價具備方向性，未達盤整過濾標準
   1519.TW                         華城   812.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   3717.TW                       聯嘉投控    22.85      趨勢運行                    股價具備方向性，未達盤整過濾標準
  1259.TWO                         安心    60.60      均線糾纏      MA5/10/20 乖離率僅 0.75%，移動平均線高度重合
   2239.TW                      英利-KY    23.85      均線糾纏      MA5/10/20 乖離率僅 1.07%，移動平均線高度重合
   1235.TW                         興泰    37.65      均線糾纏      MA5/10/20 乖離率僅 0.26%，移動平均線高度重合
  8087.TWO                       麗升能源    33.50      均線糾纏      MA5/10/20 乖離率僅 0.55%，移動平均線高度重合
 00887.TWO                  永豐中國科技50大    12.26      均線糾纏      MA5/10/20 乖離率僅 1.37%，移動平均線高度重合
  5520.TWO                         力泰    82.90      均線糾纏      MA5/10/20 乖離率僅 0.20%，移動平均線高度重合
   8466.TW                     美吉吉-KY    18.40      趨勢運行                    股價具備方向性，未達盤整過濾標準
 00983A.TW                  主動中信ARK創新    10.40      趨勢運行                    股價具備方向性，未達盤整過濾標準
   1504.TW                         東元    62.30      趨勢運行                    股價具備方向性，未達盤整過濾標準
  4979.TWO                        華星光   375.50      均線糾纏      MA5/10/20 乖離率僅 0.93%，移動平均線高度重合
   6192.TW                         巨路   117.50      均線糾纏      MA5/10/20 乖離率僅 0.78%，移動平均線高度重合
   2436.TW                        偉詮電    61.10      均線糾纏      MA5/10/20 乖離率僅 1.49%，移動平均線高度重合
   2027.TW                        大成鋼    36.95      均線糾纏      MA5/10/20 乖離率僅 0.21%，移動平均線高度重合
 00650L.TW                     復華香港正2    16.92      均線糾纏      MA5/10/20 乖離率僅 1.42%，移動平均線高度重合
   7786.TW                       東方風能   132.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   2440.TW                        太空梭    14.15      均線糾纏      MA5/10/20 乖離率僅 1.01%，移動平均線高度重合
  4971.TWO                     IET-KY   580.00      趨勢運行                    股價具備方向性，未達盤整過濾標準
   9918.TW                        欣天然    46.40      均線糾纏      MA5/10/20 乖離率僅 0.97%，移動平均線高度重合
  6425.TWO                         易發    63.30      均線糾纏      MA5/10/20 乖離率僅 0.88%，移動平均線高度重合
  6649.TWO                        台生材    46.25 離開盤整 (向上)     收盤價 46.25 強勢突破布林上軌 (46.24)，趨勢轉強
   3711.TW                      日月光投控   361.00      均線糾纏      MA5/10/20 乖離率僅 0.92%，移動平均線高度重合
  5498.TWO                         凱崴    55.30      趨勢運行                    股價具備方向性，未達盤整過濾標準
   8033.TW                         雷虎   139.00      均線糾纏      MA5/10/20 乖離率僅 1.50%，移動平均線高度重合
   4967.TW                         十銓   213.00      進入盤整    ADX 指標為 17.01 (低於 20)，市場目前缺乏推升動能
  1785.TWO                        光洋科    91.90      進入盤整     ADX 指標為 9.00 (低於 20)，市場目前缺乏推升動能
  3152.TWO                         璟德   142.00      均線糾纏      MA5/10/20 乖離率僅 0.66%，移動平均線高度重合
